Elapsed time,Direct_1,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,EDF Annotations
25.18,-20.5,9.4,4.7,31.2,-11.1,0.723
25.181,-34.601,5.5,1.2,28.1,-15.6,0.723
25.182,-47.301,2.1,-1.7,26.2,-18.8,0.723
25.183,-58.801,-0.5,-3.9,25.3,-20.6,0.723
25.184,-68.701,-1.9,-5.3,25.4,-21.1,0.723
25.185,-76.101,-2.4,-5.7,26.1,-20.7,0.723
25.186,-80.401,-2.2,-4.9,26.9,-19.9,0.723
25.187,-81.401,-1.9,-3,27.7,-18.8,0.723
25.188,-79.801,-1.5,-0.3,28.6,-17.5,0.723
25.189,-77.101,-1.2,2.7,29.6,-15.9,0.723
25.19,-74.301,-0.9,5.7,30.9,-14.2,0.579
25.191,-72.001,-0.5,8.2,32.3,-12.4,0.579
25.192,-69.901,-0.2,10,33.701,-10.8,0.579
25.193,-67.401,0.2,11.3,34.801,-9.5,0.579
25.194,-64.401,0.5,12.1,35.701,-8.6,0.579
25.195,-61.301,1,12.7,36.201,-7.9,0.579
25.196,-58.901,1.6,13.2,36.501,-7.2,0.579
25.197,-57.801,2.2,13.6,36.601,-6.6,0.579
25.198,-58.301,2.6,13.6,36.201,-6,0.579
25.199,-60.001,2.5,13.4,35.301,-5.5,0.579
25.2,-62.501,1.9,12.8,34.101,-5.1,0.822
25.201,-65.301,1,12.1,32.801,-5.1,0.822
25.202,-68.201,0.5,11.5,31.9,-5.2,0.822
25.203,-71.201,0.6,11,31.8,-5.5,0.822
25.204,-73.901,1.6,10.6,32.5,-5.8,0.822
25.205,-76.001,3,10.1,33.601,-6,0.822
25.206,-77.401,4.4,9.3,34.501,-6.2,0.822
25.207,-78.401,5,8.4,34.801,-6.4,0.822
25.208,-79.601,4.6,7.6,34.501,-6.6,0.822
25.209,-81.601,3.5,7.4,33.801,-6.8,0.822
25.21,-84.301,2.2,7.8,33.501,-6.8,0.579
25.211,-86.901,1.3,8.7,33.901,-6.6,0.579
25.212,-88.701,1,9.8,35.101,-6.2,0.579
25.213,-89.201,1.5,10.9,36.701,-5.5,0.579
25.214,-88.801,2.2,11.8,37.701,-4.9,0.579
25.215,-88.601,2.9,12.7,37.701,-4.7,0.579
25.216,-89.701,3.4,13.4,36.201,-5.1,0.579
25.217,-92.501,3.6,13.9,33.601,-6.1,0.579
25.218,-96.701,3.7,13.7,30.4,-7.4,0.579
25.219,-100.902,3.8,12.8,27.6,-8.4,0.579
25.22,-103.902,3.9,11.1,25.5,-8.8,0.668
25.221,-105.102,3.8,9.2,24.3,-8.5,0.668
25.222,-104.702,3.6,7.5,24.1,-7.7,0.668
25.223,-103.702,3.4,6.6,24.5,-6.8,0.668
25.224,-103.202,3.3,6.5,25.5,-6.2,0.668
25.225,-103.902,3.5,6.9,26.8,-6.2,0.668
25.226,-105.902,3.9,7.3,28.2,-6.6,0.668
25.227,-108.802,4.4,7.1,29.5,-7.2,0.668
25.228,-111.802,4.7,6.4,30.4,-7.6,0.668
25.229,-114.502,4.5,5.3,30.9,-7.6,0.668
25.23,-116.202,4,4.3,31,-7.2,0.712
25.231,-117.002,3.3,3.7,31,-6.6,0.712
25.232,-116.802,2.9,3.7,31.1,-6.1,0.712
25.233,-116.202,2.9,4.4,31.3,-6,0.712
25.234,-115.702,3.4,5.5,31.5,-6.1,0.712
25.235,-115.802,4.3,6.5,31.4,-6.2,0.712
25.236,-116.802,5.4,7.3,30.9,-6.2,0.712
25.237,-118.402,6.3,7.5,29.8,-5.9,0.712
25.238,-120.402,6.7,7.2,28.3,-5.4,0.712
25.239,-122.702,6.5,6.5,26.3,-5,0.712
25.24,-125.302,5.7,5.7,24.3,-4.7,0.708
25.241,-128.302,4.7,5.2,22.8,-4.6,0.708
25.242,-131.602,3.9,5,22,-4.3,0.708
25.243,-135.002,3.8,5.3,22.4,-3.7,0.708
25.244,-137.402,4.6,6,23.8,-2.6,0.708
25.245,-138.102,6,7,25.7,-1.4,0.708
25.246,-137.102,7.4,7.8,27.3,-0.6,0.708
25.247,-135.402,8.2,8.2,28.1,-0.5,0.708
25.248,-134.602,8,8.2,28,-1.1,0.708
25.249,-135.802,7.2,7.8,27.4,-2,0.708
25.25,-138.902,6,7.2,26.8,-2.7,0.72
25.251,-142.702,5.1,6.8,26.9,-2.8,0.72
25.252,-145.402,4.8,6.8,27.5,-2.5,0.72
25.253,-145.602,4.8,7.2,28.2,-2.1,0.72
25.254,-143.402,4.9,7.9,28.4,-2.4,0.72
25.255,-140.302,4.7,8.7,27.7,-3.3,0.72
25.256,-138.502,4.3,9.4,26.3,-4.5,0.72
25.257,-139.502,3.9,9.9,24.8,-5.3,0.72
25.258,-143.102,3.8,10.3,23.8,-5.2,0.72
25.259,-148.102,4.3,10.6,23.6,-4.2,0.72
25.26,-152.202,5.1,11,23.8,-2.8,0.817
25.261,-153.802,5.8,11.4,24,-1.8,0.817
25.262,-152.502,6,11.7,23.7,-1.6,0.817
25.263,-149.502,5.7,11.8,22.7,-2.3,0.817
25.264,-146.802,5.1,11.7,21.3,-3.5,0.817
25.265,-146.302,4.7,11.8,20.3,-4.2,0.817
25.266,-148.702,4.7,12.1,20.3,-4.1,0.817
25.267,-152.902,5.5,12.8,21.5,-3.1,0.817
25.268,-157.002,6.8,13.7,23.7,-1.6,0.817
25.269,-159.502,8.5,14.7,26.4,-0.1,0.817
25.27,-159.602,10.3,15.3,28.8,0.9,0.825
25.271,-158.202,11.8,15.4,30.5,1.4,0.825
25.272,-156.902,13.2,15.2,31.7,1.7,0.825
25.273,-157.002,14.5,15.1,32.5,2.3,0.825
25.274,-158.402,16.3,15.7,33.501,3.3,0.825
25.275,-160.202,18.5,17.4,34.901,4.8,0.825
25.276,-161.502,21.3,19.9,36.601,6.4,0.825
25.277,-162.002,24,22.8,38.201,8,0.825
25.278,-162.302,26.3,25.3,39.201,9.2,0.825
25.279,-163.102,27.4,26.7,39.401,10,0.825
25.28,-164.903,27.2,26.7,39.101,10.6,0.5
25.281,-167.003,26,25.7,38.601,11.1,0.5
25.282,-168.503,24.1,24.4,38.501,11.9,0.5
25.283,-168.703,22.3,23.2,39.001,13.4,0.5
25.284,-167.903,20.7,22.6,40.001,15.5,0.5
25.285,-167.303,19.4,22.5,41.201,18.1,0.5
25.286,-167.603,17.9,22.7,42.201,20.9,0.5
25.287,-169.003,15.8,23,42.701,23.5,0.5
25.288,-171.103,12.7,22.9,42.701,25.4,0.5
25.289,-173.003,8.6,22.2,42.001,26.6,0.5
25.29,-174.403,3.6,20.8,41.001,27.5,0.696
25.291,-175.303,-1.8,18.9,40.001,28.6,0.696
25.292,-176.203,-7.1,16.9,39.001,30.5,0.696
25.293,-177.103,-11.8,15.4,38.301,33.101,0.696
25.294,-177.603,-15.9,14.8,37.901,36.201,0.696
25.295,-177.403,-19.6,15.1,37.301,39.001,0.696
25.296,-176.503,-23.3,15.8,36.301,41.001,0.696
25.297,-175.603,-27.6,16.1,34.301,41.701,0.696
25.298,-175.303,-32.5,15.3,31.4,41.401,0.696
25.299,-176.303,-38.001,13.2,27.8,40.301,0.696
25.3,-178.203,-43.401,10.3,23.8,38.801,0.681
25.301,-180.403,-48.301,7.4,19.9,37.001,0.681
25.302,-181.703,-52.301,4.9,16.1,34.801,0.681
25.303,-181.703,-55.601,3.1,12.6,32.2,0.681
25.304,-180.303,-58.101,1.7,9.4,29.5,0.681
25.305,-178.203,-60.201,0.3,6.8,26.9,0.681
25.306,-176.203,-61.601,-1.1,5,25,0.681
25.307,-175.203,-62.301,-2.4,4.3,24,0.681
25.308,-175.603,-62.201,-3.4,4.7,23.6,0.681
25.309,-177.003,-61.201,-3.9,5.4,23.1,0.681
25.31,-178.503,-59.501,-4,6,21.7,0.696
25.311,-179.103,-57.201,-4,5.8,18.9,0.696
25.312,-178.003,-54.401,-4.2,4.6,14.4,0.696
25.313,-175.603,-51.001,-4.8,2.5,8.7,0.696
25.314,-173.103,-46.901,-5.6,-0.1,2.2,0.696
25.315,-171.803,-42.301,-6.5,-2.8,-4.5,0.696
25.316,-172.203,-37.101,-7.6,-5.7,-10.7,0.696
25.317,-173.803,-31.8,-8.7,-8.4,-16.2,0.696
25.318,-175.103,-26.4,-9.8,-11,-20.7,0.696
25.319,-174.803,-21.1,-10.9,-13.1,-24.2,0.696
25.32,-172.603,-16.3,-11.6,-14.6,-26.8,0.579
25.321,-169.303,-12.1,-11.9,-15.4,-28.6,0.579
25.322,-166.103,-8.9,-11.7,-15.6,-29.8,0.579
25.323,-164.003,-6.8,-11,-15.6,-30.3,0.579
25.324,-163.002,-5.7,-10,-15.7,-30.3,0.579
25.325,-162.702,-5.1,-8.8,-15.8,-29.7,0.579
25.326,-162.602,-4.6,-7.5,-15.9,-28.8,0.579
25.327,-162.602,-4,-6.3,-15.7,-27.9,0.579
25.328,-162.902,-3.2,-5.5,-15,-27.2,0.579
25.329,-163.602,-2.3,-5.3,-14,-26.9,0.579
25.33,-164.603,-1.4,-5.8,-12.8,-27.1,0.822
25.331,-165.803,-0.7,-6.8,-11.9,-27.4,0.822
25.332,-167.403,-0.2,-7.8,-11.4,-27.4,0.822
25.333,-169.703,0.3,-8.3,-11.3,-27,0.822
25.334,-172.803,0.5,-7.9,-11.4,-25.9,0.822
25.335,-175.903,0.5,-6.8,-11.6,-24.5,0.822
25.336,-177.603,0.3,-5.2,-11.5,-23,0.822
25.337,-176.703,-0.1,-3.7,-11.2,-21.8,0.822
25.338,-172.903,-0.5,-2.5,-10.7,-21,0.822
25.339,-167.803,-0.5,-1.7,-10,-20.5,0.822
25.34,-163.702,-0.1,-1.2,-9.1,-19.9,0.579
25.341,-162.702,0.5,-0.6,-8.1,-18.9,0.579
25.342,-165.303,1.3,0.2,-7.1,-17.2,0.579
25.343,-169.903,2.1,1.4,-5.9,-14.7,0.579
25.344,-173.903,2.7,2.8,-4.8,-12,0.579
25.345,-175.303,3.3,4.1,-3.6,-9.4,0.579
25.346,-173.503,3.6,5.2,-2.4,-7.5,0.579
25.347,-169.803,3.9,5.9,-1.1,-6.5,0.579
25.348,-166.203,4.1,6.4,0.3,-6.4,0.579
25.349,-164.403,4.2,6.7,1.7,-6.6,0.579
25.35,-165.003,4.3,6.9,3.1,-6.7,0.668
25.351,-167.403,4.4,6.9,4.4,-6.3,0.668
25.352,-170.403,4.4,6.7,5.4,-5.3,0.668
25.353,-173.103,4.4,6.3,6,-4.2,0.668
25.354,-174.803,4.4,5.9,6.2,-3.3,0.668
25.355,-175.603,4.3,5.7,5.9,-3.1,0.668
25.356,-175.803,4.3,5.9,5.4,-3.6,0.668
25.357,-175.503,4.4,6.4,4.8,-4.5,0.668
25.358,-174.703,4.6,6.9,4.3,-5.4,0.668
25.359,-173.503,4.7,7.1,3.8,-5.8,0.668
25.36,-172.203,4.9,7.1,3.2,-5.7,0.716
25.361,-171.303,4.9,7,2.3,-5.4,0.716
25.362,-171.503,4.7,7.2,0.9,-5.3,0.716
25.363,-172.703,4.3,7.9,-1,-5.8,0.716
25.364,-174.203,3.7,8.8,-3,-6.8,0.716
25.365,-175.003,3,9.8,-4.3,-8,0.716
25.366,-174.203,2.5,10.5,-4.4,-8.7,0.716
25.367,-172.103,2.4,10.9,-3.2,-8.8,0.716
25.368,-169.903,2.8,11.2,-0.9,-8.1,0.716
25.369,-169.003,3.8,11.7,1.6,-6.8,0.716
25.37,-169.803,4.9,12.6,3.8,-5.5,0.704
25.371,-171.703,5.9,14,5.2,-4.3,0.704
25.372,-173.203,6.7,15.5,5.7,-3.4,0.704
25.373,-173.003,7.4,16.8,5.8,-2.8,0.704
25.374,-171.503,8.1,17.7,5.8,-2.3,0.704
25.375,-170.203,9.1,18.1,5.9,-1.9,0.704
25.376,-170.903,10.1,18.1,6,-1.7,0.704
25.377,-174.103,10.8,17.8,5.7,-1.8,0.704
25.378,-178.303,10.8,17.2,4.9,-2.3,0.704
25.379,-181.303,9.8,16.4,3.3,-3.1,0.704
25.38,-181.003,8,15.2,1.4,-4,0.712
25.381,-177.503,6.1,13.7,-0.5,-4.9,0.712
25.382,-172.403,4.4,11.9,-1.9,-5.6,0.712
25.383,-168.103,3.5,10.1,-2.5,-6,0.712
25.384,-166.303,3.1,8.5,-2.4,-6,0.712
25.385,-167.003,3.3,7.2,-1.7,-5.9,0.712
25.386,-169.203,3.5,6.5,-0.8,-5.9,0.712
25.387,-171.703,3.8,6.4,-0.2,-6.1,0.712
25.388,-174.103,3.9,6.8,0,-6.3,0.712
25.389,-176.103,4,7.7,-0.1,-6.6,0.712
25.39,-177.803,4.1,9,-0.4,-6.7,0.817
25.391,-178.803,4,10.3,-0.7,-6.7,0.817
25.392,-178.603,3.7,11.5,-0.7,-6.4,0.817
25.393,-177.303,2.9,12.3,-0.5,-6.2,0.817
25.394,-175.603,2,12.5,-0.2,-6,0.817
25.395,-174.503,1,12.2,0.1,-6.1,0.817
25.396,-174.503,0.4,11.5,0.1,-6.2,0.817
25.397,-175.203,0.2,10.7,-0.3,-6.4,0.817
25.398,-175.403,0.5,10,-1.1,-6.7,0.817
25.399,-174.403,1,9.8,-2.2,-6.8,0.817
25.4,-172.303,1.3,10,-3.4,-6.9,0.825
25.401,-170.203,1.5,10.6,-4.4,-6.8,0.825
25.402,-169.403,1.5,11.5,-4.8,-6.2,0.825
25.403,-170.403,1.6,12.4,-4.5,-5.3,0.825
25.404,-172.303,2.1,13.1,-3.8,-4.1,0.825
25.405,-173.703,3,13.4,-2.8,-3,0.825
25.406,-173.503,4.1,13.3,-2,-2.2,0.825
25.407,-171.903,4.8,12.9,-1.3,-1.8,0.825
25.408,-169.903,5,12.2,-1,-1.7,0.825
25.409,-168.903,4.6,11.5,-0.8,-1.6,0.825
25.41,-169.803,3.9,11,-0.6,-1.4,0.5
25.411,-172.003,3.1,10.7,-0.3,-1.1,0.5
25.412,-174.403,2.6,10.8,0,-0.8,0.5
25.413,-175.703,2.5,11,0.5,-0.7,0.5
25.414,-175.003,2.6,11.3,1.1,-0.8,0.5
25.415,-172.803,2.8,11.2,2,-1,0.5
25.416,-170.203,2.8,10.9,2.8,-1.1,0.5
25.417,-168.403,2.7,10.2,3.5,-0.8,0.5
25.418,-168.303,2.5,9.4,3.7,-0.3,0.5
25.419,-169.803,2.3,8.7,3,0.3,0.5
25.42,-171.903,2.1,8.2,1.7,0.8,0.696
25.421,-173.703,2,7.6,-0.1,1,0.696
25.422,-174.203,1.8,6.7,-2,1,0.696
25.423,-173.203,1.5,5.6,-3.4,0.8,0.696
25.424,-170.803,1.2,4.1,-4.4,0.4,0.696
25.425,-167.703,0.9,2.8,-5.1,-0.1,0.696
25.426,-164.403,0.7,1.9,-5.7,-0.8,0.696
25.427,-161.802,0.4,1.7,-6.3,-1.5,0.696
25.428,-160.402,0.1,2.1,-6.7,-2.2,0.696
25.429,-160.802,-0.4,3,-6.7,-2.8,0.696
25.43,-162.802,-0.8,3.8,-6,-3,0.681
25.431,-165.803,-1,4.1,-4.8,-3,0.681
25.432,-168.303,-1,3.8,-3.3,-2.8,0.681
25.433,-169.103,-0.6,2.9,-1.9,-2.6,0.681
25.434,-167.603,-0.1,2,-1.2,-2.5,0.681
25.435,-164.103,0.3,1.5,-1.1,-2.3,0.681
25.436,-160.202,0.5,1.8,-1.6,-2,0.681
25.437,-157.702,0.4,3.1,-2.6,-1.6,0.681
25.438,-157.502,0,4.9,-3.6,-1,0.681
25.439,-159.602,-0.5,6.6,-4.4,-0.5,0.681
25.44,-162.802,-0.9,7.7,-5.1,-0.2,0.708
25.441,-165.403,-1.1,8,-5.5,-0.2,0.708
25.442,-166.403,-1,7.6,-5.9,-0.3,0.708
25.443,-165.303,-0.6,6.9,-6.4,-0.3,0.708
25.444,-162.602,-0.1,6.5,-7,0,0.708
25.445,-159.102,0.3,6.6,-7.5,0.8,0.708
25.446,-155.802,0.5,7.3,-7.5,1.9,0.708
25.447,-153.602,0.4,8.3,-6.7,3.1,0.708
25.448,-152.702,0.4,9.4,-5,4.2,0.708
25.449,-153.102,0.6,10.3,-2.7,4.9,0.708
25.45,-154.102,1,10.9,-0.4,5.2,0.579
25.451,-154.902,1.6,11.3,1.2,5.2,0.579
25.452,-154.802,2,11.3,1.7,5.1,0.579
25.453,-153.502,1.9,11.2,1.3,5.2,0.579
25.454,-151.502,1.3,10.8,0.4,5.6,0.579
25.455,-149.202,0.4,10.4,-0.5,6,0.579
25.456,-147.202,-0.5,10,-1,6.2,0.579
25.457,-146.102,-1.1,9.4,-1.2,5.8,0.579
25.458,-145.902,-1.5,8.5,-1.6,4.9,0.579
25.459,-146.502,-2,6.9,-2.5,3.6,0.579
25.46,-147.502,-2.7,5,-3.7,2.5,0.822
25.461,-148.302,-3.4,2.9,-5,1.9,0.822
25.462,-148.702,-3.8,1.4,-5.7,2,0.822
25.463,-148.202,-3.4,1,-5.7,2.7,0.822
25.464,-146.902,-2.1,1.5,-5,3.7,0.822
25.465,-145.002,-0.3,2.8,-4.1,4.7,0.822
25.466,-143.002,1.4,4.2,-3.2,5.6,0.822
25.467,-141.202,2.5,5.3,-2.7,6.5,0.822
25.468,-139.802,2.9,6,-2.3,7.4,0.822
25.469,-138.702,2.8,6.5,-2.1,8.3,0.822
25.47,-137.702,2.7,7.3,-1.8,8.9,0.579
25.471,-137.202,2.6,8.3,-1.5,9.2,0.579
25.472,-137.302,2.4,9.4,-1.5,9,0.579
25.473,-137.902,1.7,10.2,-1.9,8.5,0.579
25.474,-138.602,0.4,10.4,-2.6,8,0.579
25.475,-138.602,-1.4,10.2,-3.5,7.5,0.579
25.476,-137.302,-3.4,9.7,-4.1,7,0.579
25.477,-135.102,-5,9.2,-4.4,6.5,0.579
25.478,-133.002,-6.3,8.8,-4.5,5.8,0.579
25.479,-132.102,-7.1,8.4,-4.6,5.2,0.579
25.48,-132.602,-7.6,8,-4.8,4.8,0.668
25.481,-134.002,-7.9,7.6,-5.4,4.9,0.668
25.482,-134.902,-7.9,7.3,-6,5.5,0.668
25.483,-134.202,-7.7,7.2,-6.5,6.3,0.668
25.484,-132.002,-7.2,7.3,-6.5,7,0.668
25.485,-129.702,-6.9,7.1,-6.2,7.3,0.668
25.486,-128.502,-6.8,6.5,-5.6,7.2,0.668
25.487,-129.002,-7.2,5.1,-5.1,6.9,0.668
25.488,-130.502,-7.9,3.2,-4.8,6.6,0.668
25.489,-131.102,-8.9,1.3,-4.9,6.5,0.668
25.49,-129.802,-9.8,-0.3,-5.1,6.5,0.72
25.491,-126.502,-10.5,-1.3,-5.2,6.7,0.72
25.492,-122.902,-11.1,-1.6,-4.9,6.8,0.72
25.493,-120.802,-11.6,-1.7,-4.1,7,0.72
25.494,-121.302,-12.1,-1.9,-3,7.5,0.72
25.495,-123.702,-12.4,-2.5,-1.9,8.2,0.72
25.496,-126.302,-12.4,-3.2,-1.1,9.2,0.72
25.497,-127.302,-12.2,-3.9,-0.9,10.1,0.72
25.498,-125.702,-11.7,-4.6,-1.3,10.8,0.72
25.499,-122.202,-11.4,-5.2,-2.4,11,0.72
25.5,-118.402,-11.5,-6,-3.9,10.9,0.704
25.501,-115.902,-12,-6.8,-5.4,10.8,0.704
25.502,-115.202,-12.9,-7.5,-6.7,10.9,0.704
25.503,-115.702,-13.7,-7.7,-7.6,11.5,0.704
25.504,-116.202,-14,-6.9,-8,12.4,0.704
25.505,-115.602,-13.7,-5.3,-8,13.2,0.704
25.506,-113.902,-13,-3.2,-7.8,13.6,0.704
25.507,-111.902,-12.4,-1.6,-7.6,13.5,0.704
25.508,-110.902,-12.4,-1.1,-7.5,13,0.704
25.509,-111.602,-13.1,-1.9,-7.3,12.4,0.704
25.51,-113.802,-14.3,-3.4,-7,12,0.708
25.511,-116.102,-15.5,-4.8,-6.5,11.7,0.708
25.512,-116.902,-16,-5.3,-5.8,11.3,0.708
25.513,-115.502,-15.8,-5,-5.2,10.8,0.708
25.514,-112.902,-15.2,-4.3,-4.9,10,0.708
25.515,-110.602,-14.6,-3.9,-5,9.3,0.708
25.516,-110.102,-14.7,-4.2,-5.3,9.1,0.708
25.517,-111.702,-15.3,-5.2,-5.5,9.6,0.708
25.518,-114.202,-16,-6.2,-5.4,10.7,0.708
25.519,-115.602,-16.6,-6.7,-5.2,11.9,0.708
25.52,-114.602,-16.7,-6.5,-5.1,12.7,0.817
25.521,-111.502,-16.4,-5.9,-5.6,13,0.817
25.522,-107.502,-16.2,-5.5,-6.8,12.6,0.817
25.523,-104.302,-16.1,-5.7,-8.2,12,0.817
25.524,-102.902,-16.4,-6.6,-9.4,11.5,0.817
25.525,-102.802,-16.7,-7.7,-9.9,11.3,0.817
25.526,-103.302,-17,-8.7,-9.6,11.2,0.817
25.527,-103.702,-17.1,-9,-8.9,11.2,0.817
25.528,-104.102,-17.2,-8.6,-8,11.2,0.817
25.529,-104.702,-17.4,-7.7,-7.4,11.2,0.817
25.53,-105.702,-18,-6.4,-7,11.2,0.825
25.531,-106.802,-18.8,-5.1,-6.7,11.2,0.825
25.532,-107.202,-19.5,-4,-6.4,11.3,0.825
25.533,-106.502,-20.2,-3.2,-6,11.2,0.825
25.534,-105.002,-20.6,-2.9,-5.7,11.1,0.825
25.535,-103.502,-21,-2.9,-5.8,10.8,0.825
25.536,-102.602,-21.3,-3.1,-6.2,10.7,0.825
25.537,-102.302,-21.4,-3.2,-6.7,10.6,0.825
25.538,-102.002,-21.1,-3.4,-7.2,10.7,0.825
25.539,-101.102,-20.3,-3.6,-7.5,11,0.825
25.54,-99.302,-19.1,-3.8,-7.4,11.3,0.5
25.541,-97.101,-17.8,-3.9,-7.3,11.8,0.5
25.542,-95.201,-16.7,-4,-7.4,12.1,0.5
25.543,-93.901,-16.2,-3.9,-7.9,12.3,0.5
25.544,-93.201,-16.3,-3.6,-9,12,0.5
25.545,-93.201,-17,-3.4,-10.4,11.3,0.5
25.546,-93.401,-17.8,-3.3,-11.7,10.2,0.5
25.547,-93.901,-18.6,-3.5,-12.4,9.1,0.5
25.548,-94.201,-18.9,-3.8,-12.1,8.2,0.5
25.549,-93.601,-18.7,-3.8,-10.5,7.7,0.5
25.55,-91.901,-18,-3.2,-8,7.5,0.696
25.551,-89.101,-16.8,-2.1,-5.4,7.5,0.696
25.552,-86.101,-15.6,-0.5,-3.6,7.5,0.696
25.553,-84.601,-14.4,0.9,-2.9,7.3,0.696
25.554,-85.301,-13.6,1.8,-3.4,7.1,0.696
25.555,-88.201,-13.2,2.2,-4.5,7,0.696
25.556,-91.701,-13,2.1,-5.6,7.1,0.696
25.557,-93.701,-12.8,2.1,-6.2,7.3,0.696
25.558,-93.001,-12.5,2.6,-6.4,7.4,0.696
25.559,-89.901,-11.8,3.5,-6.3,7.4,0.696
25.56,-86.001,-10.7,4.7,-6.5,7.2,0.681
25.561,-83.001,-9.3,5.8,-7.1,7,0.681
25.562,-81.901,-8.1,6.6,-8.1,6.6,0.681
25.563,-82.301,-7.2,6.6,-9.3,6.3,0.681
25.564,-83.101,-6.6,6.1,-10.3,6,0.681
25.565,-83.301,-6.5,5.4,-11.1,5.8,0.681
25.566,-82.501,-6.3,4.7,-11.3,5.8,0.681
25.567,-80.901,-6,4.3,-11,6.1,0.681
25.568,-79.401,-5.1,4.3,-10,6.8,0.681
25.569,-78.801,-3.8,4.7,-8.4,7.8,0.681
25.57,-79.501,-2.2,5.3,-6.6,8.8,0.724
25.571,-81.301,-0.7,6,-4.9,9.5,0.724
25.572,-83.801,0.5,6.8,-3.6,9.7,0.724
25.573,-86.001,1.5,7.9,-3,9.5,0.724
25.574,-87.001,2.2,8.9,-3,9.2,0.724
25.575,-86.201,2.8,9.9,-3.2,9.1,0.724
25.576,-83.501,3.4,10.5,-3.6,9.2,0.724
25.577,-79.701,3.9,10.6,-4,9.4,0.724
25.578,-76.301,4,10.2,-4.7,9.3,0.724
25.579,-74.401,3.6,9.4,-5.9,8.4,0.724
25.58,-74.801,2.7,8.2,-7.8,6.8,0.579
25.581,-76.601,1.5,7,-10.1,4.8,0.579
25.582,-78.301,0.5,5.9,-12.5,3.1,0.579
25.583,-78.401,0,5.1,-14.2,2.1,0.579
25.584,-76.101,0.2,4.7,-14.8,2.1,0.579
25.585,-72.301,1,4.8,-14.1,2.6,0.579
25.586,-69.001,2.1,5.3,-12.5,3,0.579
25.587,-67.601,3,5.6,-10.7,2.8,0.579
25.588,-68.901,3.5,5.2,-9.2,1.8,0.579
25.589,-71.901,3.7,4.1,-8.3,0.4,0.579
25.59,-74.801,3.6,2.3,-7.9,-1,0.822
25.591,-76.001,3.3,0.6,-7.7,-1.7,0.822
25.592,-75.101,3,-0.3,-7.4,-1.8,0.822
25.593,-72.801,2.9,0,-6.9,-1.4,0.822
25.594,-70.801,2.9,1.2,-6.4,-0.8,0.822
25.595,-70.001,3.1,3,-6.2,-0.2,0.822
25.596,-70.701,3.4,4.5,-6.5,0.4,0.822
25.597,-71.901,3.6,5.5,-7.1,0.9,0.822
25.598,-72.501,3.8,6.2,-7.9,1.2,0.822
25.599,-71.901,4,6.8,-8.6,1.3,0.822
25.6,-70.301,4.4,7.6,-9.2,1.1,0.579
25.601,-68.601,4.9,8.6,-9.8,0.6,0.579
25.602,-67.501,5.5,9.2,-10.5,0.2,0.579
25.603,-67.101,6,9.3,-11.2,0.3,0.579
25.604,-67.001,6.1,8.7,-11.8,0.9,0.579
25.605,-66.301,6.1,7.7,-12,2,0.579
25.606,-64.601,6,6.7,-11.5,2.9,0.579
25.607,-62.401,6.2,6.1,-10.6,3.3,0.579
25.608,-60.701,6.7,5.8,-9.6,2.8,0.579
25.609,-60.701,7.3,5.6,-9,1.5,0.579
25.61,-62.601,7.8,5.3,-8.9,-0.1,0.668
25.611,-65.901,7.8,4.8,-9.4,-1.6,0.668
25.612,-68.901,7.1,4.4,-10.1,-2.6,0.668
25.613,-70.101,5.9,4.1,-10.7,-3.2,0.668
25.614,-69.001,4.6,4.2,-10.8,-3.4,0.668
25.615,-66.401,3.6,4.4,-10.6,-3.6,0.668
25.616,-64.001,3.1,4.4,-10.3,-3.8,0.668
25.617,-63.101,3,4,-10.1,-3.9,0.668
25.618,-64.101,3.3,3.5,-10,-3.6,0.668
25.619,-65.901,3.9,3.4,-9.8,-2.4,0.668
25.62,-66.401,4.7,4.2,-9.6,-0.4,0.723
25.621,-64.401,5.8,6,-9.3,2.3,0.723
25.622,-59.601,7.1,8.2,-9.2,4.9,0.723
25.623,-53.301,8.2,10.2,-9.4,6.9,0.723
25.624,-47.101,9.1,11.4,-9.5,8.2,0.723
25.625,-42.001,9.8,12.1,-9.1,9.2,0.723
25.626,-37.601,10.6,12.9,-7.5,10.8,0.723
25.627,-32.4,11.9,14.8,-4.4,13.9,0.723
25.628,-24.6,14.2,18.1,0,18.8,0.723
25.629,-13.6,17.6,22.6,5.1,24.8,0.723
25.63,-0.6,21.6,27.1,9.6,30.4,0.7
25.631,12.2,25.6,30.4,12.7,34.201,0.7
25.632,21.9,28.6,31.6,14.1,34.901,0.7
25.633,26.7,30,30.4,13.8,32.801,0.7
25.634,25.9,29.6,27.4,12.3,28.8,0.7
25.635,20.5,27.6,23.3,9.9,24.2,0.7
25.636,12.1,24.6,18.9,7.2,19.9,0.7
25.637,2.2,21.2,14.6,4.2,16.1,0.7
25.638,-8.6,18.1,10.4,1.1,12.1,0.7
25.639,-20.3,15.3,6.3,-2.2,7.2,0.7
25.64,-33.101,12.8,2.4,-5.5,1.4,0.708
25.641,-46.701,10.4,-1.2,-8.9,-4.9,0.708
25.642,-60.301,8,-4.1,-12.1,-10.7,0.708
25.643,-72.801,5.7,-5.9,-15,-14.9,0.708
25.644,-83.301,3.7,-6.5,-17.2,-17.1,0.708
25.645,-91.401,2.1,-6.2,-18.3,-17.6,0.708
